n,ngram,support,errors,error_rate
3,rdw,2,2,1.0
3,wra,2,2,1.0
3,kya,2,2,1.0
3,pex,2,1,0.5
3,udn,2,2,1.0
3,igi,2,2,1.0
3,ihe,2,0,0.0
3,bhp,2,0,0.0
3,ayg,2,0,0.0
3,ovo,2,0,0.0
3,unm,2,2,1.0
3,puk,2,2,1.0
3,idv,2,2,1.0
3,yup,2,2,1.0
3,lsi,2,0,0.0
3,njh,2,1,0.5
3,phl,2,2,1.0
3,uci,2,2,1.0
3,utu,2,1,0.5
3,xiy,2,1,0.5
3,eau,2,2,1.0
3,dst,2,0,0.0
3,exi,2,2,1.0
3,xis,2,2,1.0
3,ahb,2,1,0.5
3,mph,2,2,1.0
3,jia,2,1,0.5
3,veb,2,0,0.0
3,dkh,2,1,0.5
3,ogs,2,0,0.0
3,jio,2,2,1.0
3,msw,2,2,1.0
3,iwo,2,1,0.5
3,zat,2,1,0.5
3,koh,2,1,0.5
3,rst,2,1,0.5
3,icr,2,0,0.0
3,rof,2,1,0.5
3,ofi,2,1,0.5
3,khd,2,1,0.5
3,aqe,2,2,1.0
3,sih,2,0,0.0
3,ihu,2,0,0.0
3,nje,2,1,0.5
3,doi,2,0,0.0
3,afl,2,2,1.0
3,iep,2,2,1.0
3,rph,2,2,1.0
3,seb,2,2,1.0
3,hkr,2,2,1.0
3,nud,2,1,0.5
3,aiz,2,1,0.5
3,edw,2,1,0.5
3,elm,2,0,0.0
3,sno,2,1,0.5
3,vej,2,1,0.5
3,oft,2,2,1.0
3,hia,2,2,1.0
3,ugi,2,1,0.5
3,goi,2,1,0.5
3,mre,2,1,0.5
3,kdh,2,1,0.5
3,wiv,2,1,0.5
3,yur,2,1,0.5
3,gye,2,2,1.0
3,yes,2,2,1.0
3,ipe,2,2,1.0
3,huv,2,1,0.5
3,uvn,2,1,0.5
3,vne,2,1,0.5
3,zbo,2,2,1.0
3,aii,2,2,1.0
3,mlo,2,0,0.0
3,naq,2,1,0.5
3,qaa,2,1,0.5
3,nug,2,0,0.0
3,agw,2,2,1.0
3,hwi,2,0,0.0
3,evl,2,1,0.5
3,ozu,2,2,1.0
3,zup,2,2,1.0
3,ntg,2,1,0.5
3,tga,2,0,0.0
3,snp,2,2,1.0
3,byu,2,2,1.0
3,yse,2,2,1.0
3,xon,2,1,0.5
3,phy,2,1,0.5
3,hyu,2,1,0.5
3,yuc,2,2,1.0
3,ndd,2,2,1.0
3,fuh,2,2,1.0
3,dru,2,2,1.0
3,oct,2,2,1.0
3,ntd,2,2,1.0
3,tdi,2,2,1.0
3,yok,2,1,0.5
3,dop,2,0,0.0
3,ijd,2,2,1.0
3,jda,2,2,1.0
3,haq,2,1,0.5
3,igt,2,1,0.5
3,kso,2,1,0.5
3,emm,2,2,1.0
3,aes,2,2,1.0
3,yli,2,2,1.0
3,ueb,2,2,1.0
3,poc,2,1,0.5
3,yps,2,2,1.0
3,pse,2,2,1.0
3,uza,2,2,1.0
3,plo,2,1,0.5
3,asg,2,1,0.5
3,sgh,2,1,0.5
3,evr,2,0,0.0
3,vre,2,0,0.0
3,lgi,2,1,0.5
3,vha,2,1,0.5
3,gov,2,2,1.0
3,nou,2,2,1.0
3,seg,2,0,0.0
3,ged,2,2,1.0
3,ksb,2,1,0.5
3,sbh,2,1,0.5
3,jec,2,1,0.5
3,dhv,2,1,0.5
3,rjh,2,2,1.0
3,cid,2,2,1.0
3,pap,2,0,0.0
3,wta,2,2,1.0
3,ept,2,1,0.5
3,erj,2,2,1.0
3,lup,2,1,0.5
3,zin,2,2,1.0
3,pva,2,1,0.5
3,elc,2,1,0.5
3,onp,2,2,1.0
3,npo,2,2,1.0
3,bdu,2,1,0.5
3,bse,2,1,0.5
3,laz,2,2,1.0
3,phr,2,0,0.0
3,odg,2,2,1.0
3,hys,2,1,0.5
3,elu,2,1,0.5
3,rwo,2,1,0.5
3,eav,2,2,1.0
3,ngf,2,1,0.5
3,dye,2,2,1.0
3,yea,2,2,1.0
3,jac,2,1,0.5
3,lui,2,1,0.5
3,wau,2,1,0.5
3,stv,2,2,1.0
3,lsb,2,1,0.5
3,nix,2,1,0.5
3,sot,2,1,0.5
3,uit,2,1,0.5
3,rbu,2,0,0.0
3,coc,2,1,0.5
3,onu,2,0,0.0
3,inl,2,1,0.5
3,lbo,2,2,1.0
3,wns,2,2,1.0
3,bry,2,1,0.5
3,mck,2,1,0.5
3,xar,2,0,0.0
3,nex,2,1,0.5
3,ggs,2,0,0.0
3,acr,2,2,1.0
3,nca,2,2,1.0
3,dez,2,2,1.0
3,you,2,2,1.0
3,gst,2,1,0.5
3,mcm,2,1,0.5
3,ohn,2,2,1.0
3,hns,2,2,1.0
3,iet,2,1,0.5
3,uss,2,2,1.0
3,iqu,2,2,1.0
3,uez,2,2,1.0
3,lom,2,1,0.5
3,ays,2,1,0.5
3,haf,2,2,1.0
3,lds,2,1,0.5
3,wey,2,2,1.0
3,now,2,2,1.0
3,rno,2,2,1.0
3,coa,2,1,0.5
3,ebe,2,2,1.0
3,dwo,2,1,0.5
3,nbu,2,1,0.5
3,eim,2,2,1.0
3,oug,2,2,1.0
3,oui,2,2,1.0
3,ntw,2,0,0.0
3,zie,2,2,1.0
3,rsv,2,2,1.0
3,pso,2,2,1.0
3,rix,2,0,0.0
3,iou,2,2,1.0
3,oac,2,0,0.0
3,blu,2,1,0.5
3,eap,2,2,1.0
3,lde,2,1,0.5
3,aws,2,2,1.0
3,bue,2,1,0.5
3,cos,2,1,0.5
3,ioc,2,2,1.0
3,ffo,2,2,1.0
3,enw,2,1,0.5
3,nwo,2,1,0.5
3,ned,2,1,0.5
3,rca,2,1,0.5
3,cad,2,1,0.5
3,wol,2,2,1.0
3,olf,2,2,1.0
3,ayr,2,2,1.0
3,tos,2,1,0.5
3,ubl,2,1,0.5
3,bli,2,1,0.5
3,odd,2,1,0.5
3,ync,2,2,1.0
3,fit,2,2,1.0
3,nsf,2,2,1.0
3,rys,2,1,0.5
3,oza,2,2,1.0
3,mcd,2,1,0.5
3,hbu,2,1,0.5
3,lke,2,2,1.0
3,buc,2,2,1.0
3,uck,2,1,0.5
3,nny,2,1,0.5
3,yva,2,2,1.0
3,moi,2,1,0.5
3,oin,2,1,0.5
3,ppl,2,2,1.0
3,tch,2,1,0.5
3,lym,2,2,1.0
3,mpi,2,2,1.0
3,pia,2,2,1.0
3,rnt,2,2,1.0
3,ddo,2,1,0.5
3,xan,2,2,1.0
3,ias,2,2,1.0
3,lso,2,1,0.5
3,wli,2,2,1.0
3,unf,2,1,0.5
3,nct,2,1,0.5
3,wac,2,1,0.5
3,gvi,2,2,1.0
3,oak,2,1,0.5
3,eil,2,1,0.5
3,erd,2,1,0.5
3,loy,2,1,0.5
3,tez,2,2,1.0
3,geo,2,2,1.0
3,eor,2,2,1.0
3,kok,2,0,0.0
3,xio,2,2,1.0
3,bau,2,1,0.5
3,tsb,2,2,1.0
3,hoe,2,2,1.0
3,yle,2,1,0.5
3,lop,2,2,1.0
3,ugo,2,1,0.5
3,yet,2,1,0.5
3,oln,2,1,0.5
3,uca,2,2,1.0
3,ucl,2,1,0.5
3,ilv,2,1,0.5
3,jua,2,2,1.0
3,hec,2,1,0.5
3,dix,2,1,0.5
3,pli,2,0,0.0
3,pme,2,2,1.0
3,akm,2,1,0.5
3,kma,2,1,0.5
3,kud,2,2,1.0
3,oil,2,2,1.0
3,exc,2,1,0.5
3,agp,2,1,0.5
3,lsh,2,1,0.5
3,jpu,2,1,0.5
3,zpu,2,2,1.0
3,rju,2,2,1.0
3,geh,2,2,1.0
3,ehl,2,2,1.0
3,hlo,2,1,0.5
3,ypl,2,1,0.5
3,ohr,2,1,0.5
3,kip,2,0,0.0
3,flu,2,2,1.0
3,uor,2,2,1.0
3,gka,2,1,0.5
3,coi,2,2,1.0
3,eci,2,2,1.0
3,vur,2,2,1.0
3,sia,2,1,0.5
3,jus,2,1,0.5
3,cce,2,2,1.0
3,oes,2,2,1.0
3,osm,2,2,1.0
3,opu,2,2,1.0
3,bev,2,2,1.0
3,ehu,2,1,0.5
3,zaw,2,2,1.0
3,ogg,2,2,1.0
3,gga,2,2,1.0
3,lpo,2,2,1.0
3,aor,2,1,0.5
3,yro,2,0,0.0
3,eyw,2,2,1.0
3,kod,2,2,1.0
3,mro,2,0,0.0
3,dsh,2,1,0.5
3,yde,2,2,1.0
3,ywa,2,2,1.0
3,vag,2,1,0.5
3,thk,2,2,1.0
3,ecu,2,2,1.0
3,nju,2,1,0.5
3,niz,2,2,1.0
3,haz,2,2,1.0
3,agg,2,2,1.0
3,ogh,2,1,0.5
3,suz,2,1,0.5
3,ply,2,2,1.0
3,ayb,2,1,0.5
3,ybh,2,1,0.5
3,jah,2,2,1.0
3,ttu,2,2,1.0
3,elv,2,1,0.5
3,bom,2,2,1.0
3,tif,2,2,1.0
3,nzy,2,2,1.0
3,zym,2,2,1.0
3,wag,2,2,1.0
3,isr,2,1,0.5
3,syn,2,2,1.0
3,aef,2,2,1.0
3,sic,2,1,0.5
3,lut,2,1,0.5
3,cem,2,2,1.0
3,urh,2,2,1.0
3,eid,2,2,1.0
3,hpu,2,1,0.5
3,riz,2,2,1.0
3,acl,2,1,0.5
3,mig,2,2,1.0
3,iab,2,2,1.0
3,jme,2,1,0.5
3,boa,2,2,1.0
3,oar,2,2,1.0
3,rld,2,2,1.0
3,sre,2,1,0.5
3,ubn,2,1,0.5
3,ecc,2,2,1.0
3,iat,2,1,0.5
3,gem,2,2,1.0
3,hmu,2,1,0.5
3,rms,2,0,0.0
3,dry,2,2,1.0
3,opp,2,0,0.0
3,zor,2,2,1.0
3,rep,2,2,1.0
3,lpe,2,2,1.0
3,elg,2,0,0.0
3,siv,2,2,1.0
3,tum,2,1,0.5
3,lyc,2,1,0.5
3,yco,2,1,0.5
3,itl,2,1,0.5
3,zia,2,2,1.0
3,ndw,2,1,0.5
3,sig,2,2,1.0
3,owg,2,2,1.0
3,pay,2,0,0.0
3,azh,2,1,0.5
3,egm,2,0,0.0
3,kut,2,2,1.0
3,fus,2,1,0.5
3,kpo,2,1,0.5
3,lud,2,0,0.0
3,mub,2,2,1.0
3,akp,2,1,0.5
3,lje,2,0,0.0
3,lii,2,1,0.5
3,uml,2,1,0.5
3,oce,2,2,1.0
3,ulu,2,1,0.5
3,efe,2,2,1.0
3,obr,2,2,1.0
3,utn,2,1,0.5
3,ftl,2,0,0.0
3,njk,2,1,0.5
3,elf,2,0,0.0
3,cki,2,1,0.5
3,lni,2,1,0.5
3,gte,2,0,0.0
3,urm,2,2,1.0
3,vol,2,2,1.0
3,uad,2,2,1.0
3,ugm,2,1,0.5
3,yla,2,1,0.5
3,ahd,2,1,0.5
3,awo,2,1,0.5
3,rgu,2,0,0.0
3,laq,2,2,1.0
3,cav,2,1,0.5
3,jsa,2,2,1.0
3,etw,2,2,1.0
3,nii,2,2,1.0
3,iiy,2,2,1.0
3,rub,2,2,1.0
3,uby,2,2,1.0
3,hto,2,2,1.0
3,epn,2,1,0.5
3,ppo,2,1,0.5
3,hyk,2,2,1.0
3,ykr,2,2,1.0
3,esl,2,2,1.0
3,nye,2,2,1.0
3,vdh,2,1,0.5
3,yug,2,2,1.0
3,pdo,2,2,1.0
3,key,2,2,1.0
3,auc,2,1,0.5
3,pig,2,0,0.0
3,yke,2,1,0.5
3,upk,2,1,0.5
3,sye,2,1,0.5
3,ops,2,0,0.0
3,mko,2,1,0.5
3,zub,2,2,1.0
3,acy,2,2,1.0
3,gbh,2,1,0.5
3,xic,2,2,1.0
3,mio,2,2,1.0
3,wet,2,0,0.0
3,eru,2,2,1.0
3,deg,2,2,1.0
3,rtm,2,0,0.0
3,vko,2,1,0.5
3,shd,2,1,0.5
3,evk,2,1,0.5
3,kuf,2,2,1.0
3,pyt,2,2,1.0
3,egy,2,2,1.0
3,phu,2,2,1.0
3,vro,2,0,0.0
3,kna,2,1,0.5
3,squ,2,1,0.5
3,uas,2,1,0.5
3,ugn,2,2,1.0
3,fef,2,2,1.0
3,efa,2,2,1.0
3,pum,2,1,0.5
3,mmy,2,1,0.5
3,chl,2,1,0.5
3,moa,2,2,1.0
3,vsh,2,1,0.5
3,osv,2,2,1.0
3,ryi,2,1,0.5
3,qaw,2,2,1.0
3,aww,2,2,1.0
3,wwa,2,2,1.0
3,igs,2,0,0.0
3,udo,2,2,1.0
3,ehs,2,0,0.0
3,usm,2,2,1.0
3,mei,2,1,0.5
3,yoi,2,2,1.0
3,oih,2,2,1.0
3,neh,2,0,0.0
3,ntn,2,0,0.0
3,ulv,2,1,0.5
3,thf,2,2,1.0
3,hfo,2,2,1.0
3,nom,2,1,0.5
3,pix,2,1,0.5
3,yda,2,1,0.5
3,bim,2,2,1.0
3,pry,2,1,0.5
3,ulc,2,2,1.0
3,hui,2,2,1.0
3,hoi,2,1,0.5
3,gge,2,0,0.0
3,yul,2,2,1.0
3,jta,2,1,0.5
3,soy,2,0,0.0
3,hke,2,1,0.5
3,lza,2,2,1.0
3,uak,2,2,1.0
3,rkv,2,2,1.0
3,ihl,2,0,0.0
3,dei,2,2,1.0
3,aps,2,2,1.0
3,kkd,2,2,1.0
3,prb,2,2,1.0
3,naf,2,2,1.0
3,gew,2,2,1.0
3,gua,2,0,0.0
3,hml,2,1,0.5
3,rru,2,2,1.0
3,upo,2,1,0.5
3,jea,2,2,1.0
3,lux,2,0,0.0
3,dhm,2,2,1.0
3,usk,2,2,1.0
3,ktt,2,1,0.5
3,occ,2,2,1.0
3,itw,2,1,0.5
3,prt,2,1,0.5
3,daz,2,2,1.0
3,kla,2,1,0.5
3,kme,2,2,1.0
3,drb,2,2,1.0
3,uei,2,1,0.5
3,fsh,2,2,1.0
3,otm,2,0,0.0
3,rym,2,1,0.5
3,duw,2,2,1.0
3,bti,2,1,0.5
3,nft,2,1,0.5
3,fte,2,1,0.5
3,amz,2,2,1.0
3,ubm,2,1,0.5
3,ied,2,2,1.0
3,plu,2,2,1.0
3,muf,2,0,0.0
3,wed,2,0,0.0
3,pih,2,0,0.0
3,uel,2,1,0.5
3,phw,1,1,1.0
3,hwc,1,1,1.0
3,wcs,1,1,1.0
3,xtr,1,1,1.0
3,jyi,1,1,1.0
3,xnx,1,1,1.0
3,wcc,1,1,1.0
3,ysa,1,1,1.0
3,oef,1,0,0.0
3,ksu,1,0,0.0
3,ivu,1,1,1.0
3,wef,1,1,1.0
3,lev,1,1,1.0
3,pod,1,1,1.0
3,eoh,1,1,1.0
3,wyu,1,1,1.0
3,yos,1,0,0.0
3,obz,1,1,1.0
3,cou,1,1,1.0
3,siu,1,0,0.0
3,dbo,1,1,1.0
3,bmw,1,1,1.0
3,mwm,1,1,1.0
3,llr,1,1,1.0
3,lro,1,1,1.0
3,ftm,1,0,0.0
3,hhd,1,0,0.0
3,lks,1,1,1.0
3,mmp,1,1,1.0
3,ilb,1,1,1.0
3,adq,1,1,1.0
3,dqe,1,1,1.0
3,rtu,1,1,1.0
3,nkv,1,1,1.0
3,rnp,1,1,1.0
3,npr,1,1,1.0
3,ikk,1,0,0.0
3,cdy,1,1,1.0
3,dbm,1,0,0.0
3,bmc,1,0,0.0
3,viw,1,1,1.0
3,phz,1,1,1.0
3,nsp,1,0,0.0
3,ufi,1,1,1.0
3,hov,1,1,1.0
3,gey,1,1,1.0
3,hmv,1,0,0.0
3,rmy,1,1,1.0
3,shg,1,1,1.0
3,hgh,1,1,1.0
3,tog,1,1,1.0
3,lmu,1,1,1.0
3,acs,1,0,0.0
3,csc,1,0,0.0
3,ewr,1,0,0.0
3,wre,1,0,0.0
3,yks,1,1,1.0
3,phj,1,1,1.0
3,mom,1,1,1.0
3,nef,1,0,0.0
3,okk,1,1,1.0
3,icw,1,1,1.0
3,hej,1,1,1.0
3,cir,1,1,1.0
3,qiw,1,1,1.0
3,hoc,1,1,1.0
3,nms,1,0,0.0
3,pmt,1,1,1.0
3,sod,1,0,0.0
3,hbi,1,0,0.0
3,aop,1,1,1.0
3,wij,1,1,1.0
3,nzo,1,1,1.0
3,zod,1,1,1.0
3,hzt,1,1,1.0
3,ztc,1,1,1.0
3,waw,1,0,0.0
3,hih,1,1,1.0
3,bnu,1,1,1.0
3,wae,1,1,1.0
3,llm,1,1,1.0
3,nyy,1,1,1.0
3,yya,1,1,1.0
3,doc,1,1,1.0
3,cum,1,1,1.0
3,umn,1,1,1.0
3,mne,1,1,1.0
3,ijh,1,0,0.0
3,afo,1,1,1.0
3,coh,1,1,1.0
3,vpa,1,0,0.0
3,nsm,1,0,0.0
3,omc,1,0,0.0
3,ubs,1,0,0.0
3,dpa,1,0,0.0
3,ruw,1,0,0.0
3,ifa,1,1,1.0
3,faz,1,0,0.0
3,dwf,1,1,1.0
3,esw,1,1,1.0
3,nwc,1,1,1.0
3,wpl,1,1,1.0
3,ndc,1,1,1.0
3,myo,1,0,0.0
3,wte,1,0,0.0
3,seu,1,1,1.0
3,eup,1,1,1.0
3,jbh,1,0,0.0
3,imf,1,1,1.0
3,mfe,1,1,1.0
3,enl,1,1,1.0
3,bsc,1,1,1.0
3,hks,1,0,0.0
3,xys,1,1,1.0
3,noi,1,1,1.0
3,nkl,1,0,0.0
3,gag,1,1,1.0
3,ijn,1,1,1.0
3,rkc,1,0,0.0
3,bje,1,1,1.0
3,ilt,1,1,1.0
3,cws,1,1,1.0
3,ozi,1,1,1.0
3,zis,1,1,1.0
3,jye,1,1,1.0
3,rvo,1,1,1.0
3,vot,1,1,1.0
3,xpe,1,1,1.0
3,rpt,1,0,0.0
3,ptc,1,0,0.0
3,egn,1,0,0.0
3,oec,1,1,1.0
3,tku,1,0,0.0
3,irn,1,1,1.0
3,uhi,1,1,1.0
3,nrd,1,1,1.0
3,dwp,1,1,1.0
3,qwv,1,1,1.0
3,wvg,1,1,1.0
3,vga,1,1,1.0
3,ksp,1,1,1.0
3,cdc,1,0,0.0
3,dcl,1,0,0.0
3,imr,1,0,0.0
3,mrc,1,0,0.0
3,paf,1,1,1.0
3,mpe,1,1,1.0
3,stl,1,1,1.0
3,sov,1,0,0.0
3,vmu,1,0,0.0
3,dti,1,1,1.0
3,epo,1,0,0.0
3,doe,1,0,0.0
3,axm,1,1,1.0
3,xme,1,1,1.0
3,ryp,1,1,1.0
3,ypt,1,1,1.0
3,edc,1,1,1.0
3,odm,1,0,0.0
3,jev,1,0,0.0
3,aie,1,1,1.0
3,fut,1,1,1.0
3,afz,1,1,1.0
3,kts,1,0,0.0
3,ktd,1,0,0.0
3,tda,1,0,0.0
3,iff,1,1,1.0
3,rrd,1,1,1.0
3,uso,1,0,0.0
3,tpe,1,1,1.0
3,qip,1,1,1.0
3,udk,1,1,1.0
3,ofn,1,1,1.0
3,fne,1,1,1.0
3,rmg,1,0,0.0
3,mgr,1,0,0.0
3,ncr,1,1,1.0
3,crw,1,1,1.0
3,rwc,1,1,1.0
3,hso,1,1,1.0
3,mpw,1,1,1.0
3,pwp,1,1,1.0
3,wpp,1,1,1.0
3,ppc,1,1,1.0
3,pcl,1,1,1.0
3,qra,1,1,1.0
3,zao,1,1,1.0
3,pyr,1,1,1.0
3,yri,1,1,1.0
3,tmi,1,0,0.0
3,moc,1,0,0.0
3,ckd,1,0,0.0
3,kdr,1,0,0.0
3,daq,1,1,1.0
3,xyg,1,1,1.0
3,bjh,1,1,1.0
3,okp,1,0,0.0
3,kpr,1,0,0.0
3,qss,1,1,1.0
3,pwt,1,1,1.0
3,ebh,1,0,0.0
3,gak,1,0,0.0
3,onz,1,1,1.0
3,zit,1,1,1.0
3,ryf,1,1,1.0
3,yfi,1,1,1.0
3,ssn,1,0,0.0
3,zte,1,1,1.0
3,ssc,1,0,0.0
3,sde,1,0,0.0
3,okd,1,0,0.0
3,odn,1,1,1.0
3,usl,1,1,1.0
3,emf,1,1,1.0
3,mfa,1,1,1.0
3,mev,1,1,1.0
3,tsk,1,1,1.0
3,akc,1,0,0.0
3,jji,1,0,0.0
3,eeo,1,1,1.0
3,eoo,1,1,1.0
3,vaw,1,0,0.0
3,sop,1,1,1.0
3,phn,1,1,1.0
3,pae,1,0,0.0
3,iis,1,1,1.0
3,ugy,1,0,0.0
3,sdi,1,1,1.0
3,zur,1,1,1.0
3,eyt,1,0,0.0
3,yta,1,0,0.0
3,jaz,1,1,1.0
3,unv,1,0,0.0
3,bss,1,0,0.0
3,sss,1,0,0.0
3,wpd,1,1,1.0
3,aby,1,1,1.0
3,nws,1,1,1.0
3,iey,1,1,1.0
3,exo,1,1,1.0
3,olr,1,1,1.0
3,kwo,1,1,1.0
3,tyn,1,1,1.0
3,uny,1,1,1.0
3,ggh,1,0,0.0
3,osc,1,0,0.0
3,sts,1,0,0.0
3,okn,1,0,0.0
3,lyt,1,1,1.0
3,iwy,1,0,0.0
3,hhr,1,1,1.0
3,klo,1,1,1.0
3,ubb,1,1,1.0
3,vyo,1,0,0.0
3,upm,1,0,0.0
3,bib,1,1,1.0
3,myt,1,0,0.0
3,faj,1,1,1.0
3,sae,1,1,1.0
3,bwt,1,1,1.0
3,wts,1,1,1.0
3,hwv,1,1,1.0
3,wva,1,1,1.0
3,oem,1,1,1.0
3,taq,1,0,0.0
3,aqr,1,0,0.0
3,qre,1,0,0.0
3,cyy,1,1,1.0
3,yyo,1,1,1.0
3,lih,1,1,1.0
3,stw,1,0,0.0
3,gkh,1,0,0.0
3,sed,1,1,1.0
3,afg,1,0,0.0
3,fgo,1,0,0.0
3,guz,1,1,1.0
3,osk,1,0,0.0
3,ske,1,0,0.0
3,llg,1,1,1.0
3,kuc,1,0,0.0
3,mpk,1,1,1.0
3,abp,1,0,0.0
3,bpa,1,0,0.0
3,okj,1,1,1.0
3,kja,1,1,1.0
3,tpi,1,1,1.0
3,trg,1,1,1.0
3,rgy,1,1,1.0
3,caa,1,1,1.0
3,dwn,1,1,1.0
3,inw,1,1,1.0
3,wib,1,1,1.0
3,khv,1,1,1.0
3,apw,1,1,1.0
3,pwa,1,1,1.0
3,ksc,1,0,0.0
3,zut,1,1,1.0
3,ouk,1,1,1.0
3,vda,1,1,1.0
3,spl,1,1,1.0
3,bno,1,1,1.0
3,akd,1,0,0.0
3,kda,1,0,0.0
3,maf,1,0,0.0
3,htm,1,0,0.0
3,sos,1,0,0.0
3,yed,1,0,0.0
3,muq,1,1,1.0
3,uqa,1,1,1.0
3,ceh,1,1,1.0
3,dgu,1,1,1.0
3,vih,1,0,0.0
3,vmo,1,0,0.0
3,whl,1,1,1.0
3,lol,1,0,0.0
3,nkk,1,1,1.0
3,hiz,1,0,0.0
3,mgo,1,1,1.0
3,tet,1,1,1.0
3,cwr,1,1,1.0
3,liw,1,0,0.0
3,lct,1,1,1.0
3,bii,1,1,1.0
3,iit,1,1,1.0
3,itm,1,1,1.0
3,iwp,1,0,0.0
3,wpa,1,0,0.0
3,dwt,1,1,1.0
3,wgp,1,1,1.0
3,gpl,1,1,1.0
3,ohs,1,1,1.0
3,hsr,1,1,1.0
3,wha,1,1,1.0
3,aix,1,1,1.0
3,wej,1,0,0.0
3,wps,1,1,1.0
3,psc,1,1,1.0
3,wiy,1,1,1.0
3,dlw,1,1,1.0
3,ufe,1,1,1.0
3,xta,1,1,1.0
3,awp,1,1,1.0
3,puf,1,0,0.0
3,ysh,1,1,1.0
3,ubj,1,1,1.0
3,bju,1,1,1.0
3,exk,1,0,0.0
3,xkl,1,0,0.0
3,jbo,1,1,1.0
3,wot,1,1,1.0
3,enh,1,1,1.0
3,odk,1,0,0.0
3,rcr,1,1,1.0
3,gfi,1,1,1.0
3,goo,1,1,1.0
3,hew,1,1,1.0
3,fly,1,1,1.0
3,ynn,1,1,1.0
3,edr,1,0,0.0
3,asl,1,1,1.0
3,mwo,1,0,0.0
3,wne,1,1,1.0
3,rby,1,1,1.0
3,sba,1,1,1.0
3,wto,1,0,0.0
3,epp,1,1,1.0
3,iac,1,1,1.0
3,rui,1,1,1.0
3,tiz,1,1,1.0
3,boy,1,1,1.0
3,oyg,1,1,1.0
3,yub,1,1,1.0
3,ffm,1,1,1.0
3,fma,1,1,1.0
3,mbs,1,0,0.0
3,owi,1,1,1.0
3,wie,1,1,1.0
3,dsw,1,1,1.0
3,swo,1,1,1.0
3,mto,1,1,1.0
3,llf,1,1,1.0
3,lfl,1,1,1.0
3,osl,1,1,1.0
3,lmd,1,1,1.0
3,lix,1,0,0.0
3,lnu,1,1,1.0
3,ltz,1,0,0.0
3,kly,1,0,0.0
3,cmi,1,0,0.0
3,cey,1,0,0.0
3,jol,1,1,1.0
3,riq,1,1,1.0
3,fry,1,1,1.0
3,eym,1,1,1.0
3,irf,1,1,1.0
3,bia,1,1,1.0
3,okf,1,1,1.0
3,kfi,1,1,1.0
3,tsv,1,1,1.0
3,oas,1,1,1.0
3,irv,1,1,1.0
3,rwy,1,1,1.0
3,wyn,1,1,1.0
3,mcl,1,1,1.0
3,hli,1,1,1.0
3,eiz,1,1,1.0
3,guy,1,1,1.0
3,rho,1,1,1.0
3,rlb,1,1,1.0
3,ckt,1,1,1.0
3,eag,1,0,0.0
3,tgo,1,1,1.0
3,cif,1,0,0.0
3,wth,1,1,1.0
3,oux,1,1,1.0
3,gsv,1,1,1.0
3,rck,1,1,1.0
3,zav,1,1,1.0
3,oan,1,1,1.0
3,iow,1,1,1.0
3,ckf,1,1,1.0
3,kfo,1,1,1.0
3,lue,1,0,0.0
3,edf,1,1,1.0
3,dfo,1,1,1.0
3,wso,1,1,1.0
3,ebb,1,0,0.0
3,tep,1,1,1.0
3,suf,1,1,1.0
3,yne,1,1,1.0
3,nry,1,0,0.0
3,teg,1,0,0.0
3,cov,1,0,0.0
3,odb,1,1,1.0
3,dbu,1,1,1.0
3,ylo,1,1,1.0
3,coe,1,0,0.0
3,ebs,1,0,0.0
3,ngm,1,1,1.0
3,esu,1,1,1.0
3,rue,1,0,0.0
3,ueg,1,0,0.0
3,rci,1,0,0.0
3,llh,1,1,1.0
3,lhe,1,1,1.0
3,rsb,1,1,1.0
3,bax,1,0,0.0
3,axt,1,0,0.0
3,itz,1,1,1.0
3,tzg,1,1,1.0
3,zge,1,1,1.0
3,cyp,1,1,1.0
3,ypr,1,1,1.0
3,puy,1,1,1.0
3,uya,1,1,1.0
3,sfi,1,1,1.0
3,yst,1,0,0.0
3,osb,1,1,1.0
3,sby,1,1,1.0
3,noz,1,1,1.0
3,edm,1,0,0.0
3,jos,1,1,1.0
3,mcg,1,1,1.0
3,cgu,1,1,1.0
3,gui,1,1,1.0
3,uir,1,1,1.0
3,axw,1,0,0.0
3,xwe,1,0,0.0
3,cru,1,1,1.0
3,uce,1,1,1.0
3,fig,1,1,1.0
3,enf,1,1,1.0
3,cda,1,0,0.0
3,opk,1,1,1.0
3,pki,1,1,1.0
3,ckl,1,1,1.0
3,fto,1,0,0.0
3,nyv,1,1,1.0
3,wle,1,1,1.0
3,utc,1,1,1.0
3,ymp,1,1,1.0
3,rfr,1,1,1.0
3,uev,1,1,1.0
3,acu,1,1,1.0
3,ntc,1,0,0.0
3,tcl,1,0,0.0
3,dox,1,0,0.0
3,mcp,1,1,1.0
3,cph,1,1,1.0
3,mye,1,1,1.0
3,xas,1,1,1.0
3,tsd,1,1,1.0
3,nfe,1,1,1.0
3,lyw,1,1,1.0
3,ywo,1,1,1.0
3,olm,1,1,1.0
3,ngv,1,1,1.0
3,elr,1,0,0.0
3,fue,1,1,1.0
3,dse,1,0,0.0
3,cag,1,1,1.0
3,pst,1,1,1.0
3,mea,1,1,1.0
3,pom,1,0,0.0
3,oit,1,1,1.0
3,jef,1,1,1.0
3,luf,1,1,1.0
3,cun,1,1,1.0
3,oyd,1,0,0.0
3,get,1,1,1.0
3,kom,1,0,0.0
3,akl,1,0,0.0
3,aue,1,1,1.0
3,hev,1,1,1.0
