n,ngram,support,errors,error_rate
3,mil,12,5,0.4166666666666667
3,sul,12,8,0.6666666666666666
3,inc,12,6,0.5
3,fra,12,8,0.6666666666666666
3,eld,12,9,0.75
3,aln,12,6,0.5
3,can,12,7,0.5833333333333334
3,rso,12,8,0.6666666666666666
3,hea,12,11,0.9166666666666666
3,lid,12,5,0.4166666666666667
3,pus,12,5,0.4166666666666667
3,rbh,12,9,0.75
3,ahn,12,4,0.3333333333333333
3,lyu,11,11,1.0
3,jud,11,7,0.6363636363636364
3,aug,11,10,0.9090909090909091
3,api,11,5,0.45454545454545453
3,ito,11,6,0.5454545454545454
3,lor,11,7,0.6363636363636364
3,edh,11,11,1.0
3,hsh,11,10,0.9090909090909091
3,dag,11,8,0.7272727272727273
3,aku,11,9,0.8181818181818182
3,out,11,11,1.0
3,nuk,11,5,0.45454545454545453
3,uns,11,10,0.9090909090909091
3,rve,11,8,0.7272727272727273
3,erv,11,9,0.8181818181818182
3,rij,11,8,0.7272727272727273
3,jiy,11,4,0.36363636363636365
3,bol,11,11,1.0
3,nup,11,4,0.36363636363636365
3,swe,11,8,0.7272727272727273
3,rel,11,6,0.5454545454545454
3,orm,11,11,1.0
3,mna,11,5,0.45454545454545453
3,rni,11,5,0.45454545454545453
3,ths,11,10,0.9090909090909091
3,sio,11,6,0.5454545454545454
3,viv,11,6,0.5454545454545454
3,ted,11,7,0.6363636363636364
3,rpa,11,4,0.36363636363636365
3,ots,11,9,0.8181818181818182
3,ije,11,8,0.7272727272727273
3,tts,11,9,0.8181818181818182
3,ova,11,7,0.6363636363636364
3,mpu,11,5,0.45454545454545453
3,rip,11,9,0.8181818181818182
3,pic,11,6,0.5454545454545454
3,sud,11,4,0.36363636363636365
3,ntu,11,10,0.9090909090909091
3,owe,11,7,0.6363636363636364
3,mam,11,7,0.6363636363636364
3,ome,11,7,0.6363636363636364
3,roc,11,10,0.9090909090909091
3,hos,11,6,0.5454545454545454
3,ppa,11,7,0.6363636363636364
3,bas,11,7,0.6363636363636364
3,mod,11,7,0.6363636363636364
3,utr,11,9,0.8181818181818182
3,sse,11,10,0.9090909090909091
3,chn,11,6,0.5454545454545454
3,ike,11,7,0.6363636363636364
3,map,11,6,0.5454545454545454
3,ret,11,10,0.9090909090909091
3,kot,11,6,0.5454545454545454
3,rba,11,7,0.6363636363636364
3,kul,11,9,0.8181818181818182
3,ivy,11,4,0.36363636363636365
3,jaj,11,7,0.6363636363636364
3,niv,11,6,0.5454545454545454
3,mel,11,5,0.45454545454545453
3,ork,11,7,0.6363636363636364
3,iye,11,5,0.45454545454545453
3,ial,11,8,0.7272727272727273
3,hic,11,8,0.7272727272727273
3,llo,11,8,0.7272727272727273
3,mav,11,5,0.45454545454545453
3,dub,11,6,0.5454545454545454
3,tit,11,8,0.7272727272727273
3,tac,11,7,0.6363636363636364
3,gav,11,9,0.8181818181818182
3,kol,11,3,0.2727272727272727
3,lot,11,11,1.0
3,rok,11,7,0.6363636363636364
3,ute,11,6,0.5454545454545454
3,lem,11,6,0.5454545454545454
3,rea,11,7,0.6363636363636364
3,thu,11,10,0.9090909090909091
3,bin,11,10,0.9090909090909091
3,tle,11,10,0.9090909090909091
3,ben,11,8,0.7272727272727273
3,por,11,8,0.7272727272727273
3,oll,11,5,0.45454545454545453
3,gla,11,6,0.5454545454545454
3,lch,11,7,0.6363636363636364
3,sni,11,10,0.9090909090909091
3,meh,11,4,0.36363636363636365
3,shp,11,2,0.18181818181818182
3,ege,10,5,0.5
3,mta,10,7,0.7
3,div,10,6,0.6
3,mka,10,7,0.7
3,ngo,10,6,0.6
3,eeh,10,9,0.9
3,bab,10,4,0.4
3,ese,10,10,1.0
3,dwi,10,6,0.6
3,hac,10,5,0.5
3,dip,10,8,0.8
3,ndu,10,4,0.4
3,hyo,10,7,0.7
3,som,10,8,0.8
3,mva,10,7,0.7
3,rae,10,9,0.9
3,law,10,8,0.8
3,sac,10,6,0.6
3,uli,10,8,0.8
3,nok,10,3,0.3
3,asm,10,3,0.3
3,sma,10,4,0.4
3,opi,10,1,0.1
3,leg,10,4,0.4
3,mme,10,6,0.6
3,ohi,10,4,0.4
3,saf,10,8,0.8
3,hni,10,4,0.4
3,dna,10,5,0.5
3,jis,10,6,0.6
3,thn,10,3,0.3
3,yeg,10,8,0.8
3,jon,10,6,0.6
3,jak,10,6,0.6
3,avo,10,4,0.4
3,lia,10,7,0.7
3,lpu,10,3,0.3
3,pon,10,8,0.8
3,mbh,10,5,0.5
3,nih,10,6,0.6
3,ery,10,9,0.9
3,apn,10,6,0.6
3,olt,10,3,0.3
3,jba,10,6,0.6
3,hsa,10,7,0.7
3,rha,10,6,0.6
3,ien,10,9,0.9
3,gam,10,5,0.5
3,cia,10,7,0.7
3,avv,10,7,0.7
3,vva,10,7,0.7
3,rih,10,7,0.7
3,sas,10,8,0.8
3,kir,10,7,0.7
3,fat,10,8,0.8
3,dht,10,8,0.8
3,spa,10,7,0.7
3,inh,10,6,0.6
3,bea,10,7,0.7
3,mbi,10,8,0.8
3,auk,10,4,0.4
3,viy,10,3,0.3
3,vit,10,7,0.7
3,ahr,10,3,0.3
3,kau,10,5,0.5
3,eha,10,5,0.5
3,fie,10,9,0.9
3,ury,10,6,0.6
3,ney,10,6,0.6
3,utl,10,4,0.4
3,asn,10,9,0.9
3,aei,10,2,0.2
3,hpa,10,3,0.3
3,yei,10,9,0.9
3,urw,9,7,0.7777777777777778
3,mra,9,6,0.6666666666666666
3,kav,9,6,0.6666666666666666
3,ean,9,7,0.7777777777777778
3,ugu,9,6,0.6666666666666666
3,unj,9,8,0.8888888888888888
3,otr,9,7,0.7777777777777778
3,phi,9,7,0.7777777777777778
3,tek,9,5,0.5555555555555556
3,onk,9,4,0.4444444444444444
3,vip,9,6,0.6666666666666666
3,hte,9,8,0.8888888888888888
3,ooc,9,3,0.3333333333333333
3,nus,9,3,0.3333333333333333
3,ibr,9,7,0.7777777777777778
3,tom,9,7,0.7777777777777778
3,rpu,9,5,0.5555555555555556
3,rns,9,6,0.6666666666666666
3,gba,9,8,0.8888888888888888
3,aau,9,7,0.7777777777777778
3,sau,9,6,0.6666666666666666
3,lig,9,5,0.5555555555555556
3,gol,9,8,0.8888888888888888
3,alg,9,8,0.8888888888888888
3,ole,9,7,0.7777777777777778
3,rmo,9,9,1.0
3,amn,9,5,0.5555555555555556
3,nao,9,4,0.4444444444444444
3,gur,9,7,0.7777777777777778
3,lip,9,4,0.4444444444444444
3,unn,9,6,0.6666666666666666
3,aij,9,9,1.0
3,adp,9,2,0.2222222222222222
3,cra,9,7,0.7777777777777778
3,ams,9,8,0.8888888888888888
3,yee,9,6,0.6666666666666666
3,maj,9,8,0.8888888888888888
3,nab,9,7,0.7777777777777778
3,ipr,9,2,0.2222222222222222
3,nyu,9,6,0.6666666666666666
3,yut,9,4,0.4444444444444444
3,rre,9,5,0.5555555555555556
3,azi,9,9,1.0
3,kil,9,6,0.6666666666666666
3,naw,9,6,0.6666666666666666
3,yor,9,8,0.8888888888888888
3,rde,9,2,0.2222222222222222
3,amv,9,7,0.7777777777777778
3,alw,9,7,0.7777777777777778
3,yaw,9,6,0.6666666666666666
3,bis,9,9,1.0
3,tay,9,7,0.7777777777777778
3,aib,9,8,0.8888888888888888
3,suj,9,6,0.6666666666666666
3,jod,9,3,0.3333333333333333
3,suc,9,5,0.5555555555555556
3,mid,9,5,0.5555555555555556
3,hti,9,4,0.4444444444444444
3,hug,9,4,0.4444444444444444
3,isi,9,6,0.6666666666666666
3,sel,9,4,0.4444444444444444
3,lie,9,9,1.0
3,rek,9,6,0.6666666666666666
3,bik,9,6,0.6666666666666666
3,ern,9,8,0.8888888888888888
3,com,9,8,0.8888888888888888
3,oth,9,7,0.7777777777777778
3,elo,9,6,0.6666666666666666
3,umm,9,3,0.3333333333333333
3,vap,9,7,0.7777777777777778
3,gri,9,7,0.7777777777777778
3,cer,9,6,0.6666666666666666
3,riw,9,8,0.8888888888888888
3,ssa,9,8,0.8888888888888888
3,rge,9,5,0.5555555555555556
3,wor,9,6,0.6666666666666666
3,hod,9,8,0.8888888888888888
3,mic,9,4,0.4444444444444444
3,roj,9,4,0.4444444444444444
3,vay,9,8,0.8888888888888888
3,pid,9,9,1.0
3,amd,9,6,0.6666666666666666
3,lik,9,5,0.5555555555555556
3,pet,9,4,0.4444444444444444
3,tug,9,4,0.4444444444444444
3,del,9,5,0.5555555555555556
3,skr,9,2,0.2222222222222222
3,jhu,9,6,0.6666666666666666
3,hig,9,5,0.5555555555555556
3,eno,9,7,0.7777777777777778
3,elt,9,7,0.7777777777777778
3,ble,9,5,0.5555555555555556
3,sco,9,4,0.4444444444444444
3,lls,9,5,0.5555555555555556
3,nor,9,7,0.7777777777777778
3,alh,9,8,0.8888888888888888
3,alb,9,8,0.8888888888888888
3,ehr,9,4,0.4444444444444444
3,peh,9,7,0.7777777777777778
3,hus,9,4,0.4444444444444444
3,sya,9,8,0.8888888888888888
3,alv,9,4,0.4444444444444444
3,asy,9,8,0.8888888888888888
3,mej,9,5,0.5555555555555556
3,rsi,8,8,1.0
3,awi,8,1,0.125
3,yus,8,7,0.875
3,adu,8,5,0.625
3,dre,8,2,0.25
3,vna,8,3,0.375
3,pik,8,1,0.125
3,hog,8,3,0.375
3,olk,8,5,0.625
3,gas,8,6,0.75
3,hek,8,5,0.625
3,tex,8,3,0.375
3,jab,8,4,0.5
3,mes,8,2,0.25
3,agb,8,8,1.0
3,dvi,8,6,0.75
3,kwa,8,6,0.75
3,nia,8,7,0.875
3,zil,8,2,0.25
3,cch,8,4,0.5
3,how,8,6,0.75
3,owa,8,4,0.5
3,jne,8,4,0.5
3,lmo,8,6,0.75
3,kto,8,4,0.5
3,rec,8,5,0.625
3,eco,8,2,0.25
3,jil,8,2,0.25
3,ahs,8,4,0.5
3,els,8,7,0.875
3,kac,8,3,0.375
3,awe,8,5,0.625
3,bac,8,2,0.25
3,neu,8,7,0.875
3,gic,8,6,0.75
3,npa,8,6,0.75
3,gus,8,8,1.0
3,eeg,8,4,0.5
3,gau,8,5,0.625
3,urt,8,6,0.75
3,hba,8,5,0.625
3,asv,8,5,0.625
3,yud,8,4,0.5
3,dhn,8,5,0.625
3,uar,8,7,0.875
3,adn,8,5,0.625
3,eew,8,4,0.5
3,tab,8,3,0.375
3,vam,8,6,0.75
3,meg,8,4,0.5
3,yot,8,5,0.625
3,hno,8,2,0.25
3,dos,8,6,0.75
3,mpo,8,6,0.75
3,aup,8,7,0.875
3,aft,8,5,0.625
3,wya,8,3,0.375
3,bic,8,4,0.5
3,leb,8,7,0.875
3,atp,8,2,0.25
3,lly,8,6,0.75
3,lic,8,2,0.25
3,rer,8,1,0.125
3,omi,8,5,0.625
3,ird,8,3,0.375
3,unk,8,4,0.5
3,jit,8,3,0.375
3,jja,8,4,0.5
3,wab,8,4,0.5
3,but,8,7,0.875
3,ipl,8,6,0.75
3,teb,8,8,1.0
3,mda,8,7,0.875
3,orv,8,6,0.75
3,cto,8,6,0.75
3,wes,8,5,0.625
3,vib,8,4,0.5
3,wak,8,5,0.625
3,alc,8,6,0.75
3,bun,8,4,0.5
3,oge,8,3,0.375
3,imi,8,0,0.0
3,lba,8,7,0.875
3,vah,8,6,0.75
3,rhi,8,7,0.875
3,hub,8,3,0.375
3,kis,8,5,0.625
3,iss,8,6,0.75
3,foo,8,5,0.625
3,ahk,8,4,0.5
3,odi,8,5,0.625
3,jer,8,7,0.875
3,dap,8,7,0.875
3,ual,8,7,0.875
3,ics,8,7,0.875
3,agn,8,3,0.375
3,saj,8,5,0.625
3,aml,8,3,0.375
3,ghi,8,2,0.25
3,gab,8,5,0.625
3,apd,8,5,0.625
3,soc,8,3,0.375
3,odo,8,7,0.875
3,asp,8,5,0.625
3,kit,8,3,0.375
3,pea,8,5,0.625
3,bdh,8,7,0.875
3,noo,8,3,0.375
3,sla,8,5,0.625
3,igh,8,7,0.875
3,cen,8,4,0.5
3,sil,8,6,0.75
3,upl,8,6,0.75
3,gto,8,5,0.625
3,mir,8,5,0.625
3,lte,8,2,0.25
3,tto,8,5,0.625
3,lac,8,3,0.375
3,dor,8,7,0.875
3,sum,8,3,0.375
3,dun,8,7,0.875
3,iso,8,5,0.625
3,eas,8,4,0.5
3,tia,8,5,0.625
3,sol,8,5,0.625
3,lim,8,4,0.5
3,eal,8,5,0.625
3,bet,8,8,1.0
3,edd,8,5,0.625
3,zar,8,8,1.0
3,inf,8,7,0.875
3,kus,8,2,0.25
3,ajm,8,5,0.625
3,fod,8,7,0.875
3,tey,8,5,0.625
3,ejb,8,4,0.5
3,tid,7,7,1.0
3,rgh,7,3,0.42857142857142855
3,heg,7,4,0.5714285714285714
3,hiw,7,5,0.7142857142857143
3,ngn,7,3,0.42857142857142855
3,mou,7,5,0.7142857142857143
3,kva,7,5,0.7142857142857143
3,rej,7,2,0.2857142857142857
3,ajy,7,7,1.0
3,yik,7,4,0.5714285714285714
3,kag,7,6,0.8571428571428571
3,ukr,7,5,0.7142857142857143
3,uko,7,2,0.2857142857142857
3,huc,7,3,0.42857142857142855
3,aym,7,6,0.8571428571428571
3,okt,7,2,0.2857142857142857
3,ngl,7,5,0.7142857142857143
3,agd,7,5,0.7142857142857143
3,uaa,7,2,0.2857142857142857
3,twa,7,5,0.7142857142857143
3,cor,7,4,0.5714285714285714
3,amy,7,3,0.42857142857142855
3,asw,7,7,1.0
3,onc,7,3,0.42857142857142855
3,gor,7,5,0.7142857142857143
3,vab,7,7,1.0
3,uva,7,3,0.42857142857142855
3,piy,7,3,0.42857142857142855
3,lek,7,5,0.7142857142857143
3,eej,7,3,0.42857142857142855
3,kun,7,3,0.42857142857142855
3,mbe,7,6,0.8571428571428571
3,rji,7,7,1.0
3,roh,7,1,0.14285714285714285
3,ebo,7,7,1.0
3,ask,7,5,0.7142857142857143
3,pec,7,4,0.5714285714285714
3,deh,7,4,0.5714285714285714
3,won,7,3,0.42857142857142855
3,taw,7,7,1.0
3,lto,7,5,0.7142857142857143
3,saw,7,3,0.42857142857142855
3,daf,7,3,0.42857142857142855
3,win,7,1,0.14285714285714285
3,uke,7,4,0.5714285714285714
3,ses,7,5,0.7142857142857143
3,kte,7,3,0.42857142857142855
3,sso,7,5,0.7142857142857143
3,pos,7,2,0.2857142857142857
3,chy,7,5,0.7142857142857143
3,sup,7,6,0.8571428571428571
3,ghe,7,1,0.14285714285714285
3,dro,7,4,0.5714285714285714
3,aic,7,6,0.8571428571428571
3,ajj,7,4,0.5714285714285714
3,adk,7,3,0.42857142857142855
3,ibu,7,6,0.8571428571428571
3,iph,7,6,0.8571428571428571
3,anz,7,4,0.5714285714285714
3,urd,7,6,0.8571428571428571
3,bes,7,3,0.42857142857142855
3,liv,7,5,0.7142857142857143
3,omp,7,5,0.7142857142857143
3,wai,7,5,0.7142857142857143
3,hho,7,4,0.5714285714285714
3,hom,7,5,0.7142857142857143
3,swi,7,5,0.7142857142857143
3,ngs,7,3,0.42857142857142855
3,laf,7,7,1.0
3,jul,7,6,0.8571428571428571
3,ulk,7,6,0.8571428571428571
3,off,7,7,1.0
3,jik,7,4,0.5714285714285714
3,kor,7,4,0.5714285714285714
3,erm,7,6,0.8571428571428571
3,waj,7,6,0.8571428571428571
3,tau,7,5,0.7142857142857143
3,sag,7,7,1.0
3,los,7,5,0.7142857142857143
3,lou,7,7,1.0
3,llu,7,5,0.7142857142857143
3,ici,7,5,0.7142857142857143
3,ael,7,7,1.0
3,chk,7,4,0.5714285714285714
3,ifi,7,4,0.5714285714285714
3,dep,7,6,0.8571428571428571
3,cro,7,6,0.8571428571428571
3,cin,7,5,0.7142857142857143
3,nij,7,5,0.7142857142857143
3,awr,7,3,0.42857142857142855
3,avs,7,5,0.7142857142857143
3,eef,7,6,0.8571428571428571
3,sut,7,4,0.5714285714285714
3,hie,7,3,0.42857142857142855
3,ilo,7,7,1.0
3,oss,7,7,1.0
3,bod,7,1,0.14285714285714285
3,nzi,7,4,0.5714285714285714
3,nov,7,3,0.42857142857142855
3,iru,7,4,0.5714285714285714
3,ipp,7,5,0.7142857142857143
3,its,7,3,0.42857142857142855
3,iza,7,6,0.8571428571428571
3,rio,7,3,0.42857142857142855
3,ilk,7,4,0.5714285714285714
3,cri,7,2,0.2857142857142857
3,rse,7,4,0.5714285714285714
3,mag,7,4,0.5714285714285714
3,lex,7,6,0.8571428571428571
3,ude,7,3,0.42857142857142855
3,nve,7,2,0.2857142857142857
3,jes,7,4,0.5714285714285714
3,gap,7,4,0.5714285714285714
3,igg,7,1,0.14285714285714285
3,oly,7,5,0.7142857142857143
3,dhr,7,6,0.8571428571428571
3,nds,7,4,0.5714285714285714
3,ugh,7,6,0.8571428571428571
3,pka,7,4,0.5714285714285714
3,yod,7,5,0.7142857142857143
3,mpr,7,6,0.8571428571428571
3,dge,7,7,1.0
3,lea,7,4,0.5714285714285714
3,erc,7,5,0.7142857142857143
3,aci,7,3,0.42857142857142855
3,dol,7,6,0.8571428571428571
3,own,7,7,1.0
3,lum,7,3,0.42857142857142855
3,bec,7,1,0.14285714285714285
3,coo,7,3,0.42857142857142855
3,pel,7,1,0.14285714285714285
3,raf,7,5,0.7142857142857143
3,abr,7,6,0.8571428571428571
3,sea,7,4,0.5714285714285714
3,ajr,7,0,0.0
3,lne,7,2,0.2857142857142857
3,ehn,7,6,0.8571428571428571
3,pne,7,3,0.42857142857142855
3,loc,7,3,0.42857142857142855
3,idw,6,2,0.3333333333333333
3,adm,6,4,0.6666666666666666
3,wir,6,2,0.3333333333333333
3,eea,6,5,0.8333333333333334
3,eaa,6,5,0.8333333333333334
3,uen,6,4,0.6666666666666666
3,dul,6,3,0.5
3,gma,6,4,0.6666666666666666
3,hdh,6,3,0.5
3,rud,6,4,0.6666666666666666
3,avn,6,3,0.5
3,try,6,4,0.6666666666666666
3,nra,6,5,0.8333333333333334
3,lkh,6,4,0.6666666666666666
3,auj,6,2,0.3333333333333333
3,adb,6,5,0.8333333333333334
3,nio,6,5,0.8333333333333334
3,onv,6,5,0.8333333333333334
3,phe,6,4,0.6666666666666666
3,num,6,3,0.5
3,ids,6,5,0.8333333333333334
3,gum,6,3,0.5
3,gel,6,5,0.8333333333333334
3,vim,6,4,0.6666666666666666
3,jut,6,2,0.3333333333333333
3,nen,6,5,0.8333333333333334
3,ahy,6,4,0.6666666666666666
3,sou,6,5,0.8333333333333334
3,ekr,6,3,0.5
3,nbh,6,3,0.5
3,adt,6,5,0.8333333333333334
3,mwa,6,6,1.0
3,cre,6,3,0.5
3,iar,6,6,1.0
3,daw,6,4,0.6666666666666666
3,rgd,6,5,0.8333333333333334
3,acc,6,2,0.3333333333333333
3,jna,6,4,0.6666666666666666
3,ipo,6,5,0.8333333333333334
3,gda,6,5,0.8333333333333334
3,mdh,6,4,0.6666666666666666
3,waf,6,6,1.0
3,sri,6,3,0.5
3,ajs,6,6,1.0
3,mug,6,1,0.16666666666666666
3,esi,6,2,0.3333333333333333
3,bav,6,5,0.8333333333333334
3,hda,6,4,0.6666666666666666
3,kae,6,4,0.6666666666666666
3,zee,6,4,0.6666666666666666
3,ngu,6,5,0.8333333333333334
3,eur,6,2,0.3333333333333333
3,ogr,6,4,0.6666666666666666
3,jim,6,4,0.6666666666666666
3,thh,6,6,1.0
3,kik,6,1,0.16666666666666666
3,ulm,6,5,0.8333333333333334
3,uty,6,4,0.6666666666666666
3,wik,6,5,0.8333333333333334
3,skh,6,4,0.6666666666666666
3,vek,6,4,0.6666666666666666
3,tsh,6,6,1.0
3,ipt,6,6,1.0
3,urr,6,4,0.6666666666666666
3,baz,6,6,1.0
3,dum,6,4,0.6666666666666666
3,tok,6,3,0.5
3,oks,6,4,0.6666666666666666
3,ict,6,1,0.16666666666666666
3,ism,6,1,0.16666666666666666
3,isv,6,5,0.8333333333333334
3,dhk,6,3,0.5
3,ndt,6,6,1.0
3,irc,6,5,0.8333333333333334
3,gut,6,3,0.5
3,rbi,6,5,0.8333333333333334
3,tod,6,6,1.0
3,org,6,5,0.8333333333333334
3,nut,6,4,0.6666666666666666
3,vij,6,4,0.6666666666666666
3,tem,6,6,1.0
3,yah,6,4,0.6666666666666666
3,upe,6,4,0.6666666666666666
3,mud,6,4,0.6666666666666666
3,gik,6,4,0.6666666666666666
3,thr,6,4,0.6666666666666666
3,mch,6,2,0.3333333333333333
3,lme,6,5,0.8333333333333334
3,ors,6,4,0.6666666666666666
3,row,6,5,0.8333333333333334
3,dla,6,3,0.5
3,obs,6,6,1.0
3,qua,6,4,0.6666666666666666
3,ebu,6,3,0.5
3,fad,6,6,1.0
3,git,6,6,1.0
3,edo,6,4,0.6666666666666666
3,fla,6,3,0.5
3,aff,6,6,1.0
3,mot,6,4,0.6666666666666666
3,suk,6,6,1.0
3,jhi,6,5,0.8333333333333334
3,fic,6,4,0.6666666666666666
3,zaa,6,6,1.0
3,nay,6,5,0.8333333333333334
3,dne,6,4,0.6666666666666666
3,led,6,4,0.6666666666666666
3,erg,6,2,0.3333333333333333
3,nle,6,4,0.6666666666666666
3,mri,6,2,0.3333333333333333
3,lur,6,5,0.8333333333333334
3,jav,6,5,0.8333333333333334
3,luj,6,5,0.8333333333333334
3,uee,6,4,0.6666666666666666
3,epe,6,6,1.0
3,iry,6,4,0.6666666666666666
3,yna,6,4,0.6666666666666666
3,nfr,6,6,1.0
3,nub,6,3,0.5
3,urb,6,5,0.8333333333333334
3,iji,6,3,0.5
3,pam,6,3,0.5
3,abb,6,3,0.5
3,inn,6,4,0.6666666666666666
3,upp,6,4,0.6666666666666666
3,tiw,6,2,0.3333333333333333
3,hle,6,4,0.6666666666666666
3,gni,6,3,0.5
3,bay,6,4,0.6666666666666666
3,dva,6,2,0.3333333333333333
3,pru,6,5,0.8333333333333334
3,rto,6,5,0.8333333333333334
3,duc,6,3,0.5
3,aub,6,2,0.3333333333333333
3,ngk,6,4,0.6666666666666666
3,tva,6,5,0.8333333333333334
3,dta,6,4,0.6666666666666666
3,neg,6,2,0.3333333333333333
3,ijy,6,4,0.6666666666666666
3,igu,6,4,0.6666666666666666
3,rje,6,3,0.5
3,tev,6,3,0.5
3,aze,6,5,0.8333333333333334
3,tig,6,1,0.16666666666666666
3,ooj,6,3,0.5
3,mut,6,6,1.0
3,cie,6,5,0.8333333333333334
3,vru,6,4,0.6666666666666666
3,asu,6,3,0.5
3,chr,6,4,0.6666666666666666
3,rim,6,4,0.6666666666666666
3,nts,6,6,1.0
3,khn,6,4,0.6666666666666666
3,sec,6,5,0.8333333333333334
3,uct,6,2,0.3333333333333333
3,lya,6,5,0.8333333333333334
3,ime,6,5,0.8333333333333334
3,fan,6,5,0.8333333333333334
3,top,6,2,0.3333333333333333
3,ead,6,5,0.8333333333333334
3,spr,6,4,0.6666666666666666
3,orr,6,4,0.6666666666666666
3,rlo,6,6,1.0
3,lyn,6,3,0.5
3,rke,6,5,0.8333333333333334
3,wer,6,1,0.16666666666666666
3,cka,6,4,0.6666666666666666
3,obe,6,4,0.6666666666666666
3,exa,6,3,0.5
3,sch,6,5,0.8333333333333334
3,cas,6,5,0.8333333333333334
3,isc,6,5,0.8333333333333334
3,que,6,5,0.8333333333333334
3,ido,6,5,0.8333333333333334
3,rry,6,3,0.5
3,qui,6,2,0.3333333333333333
3,ayn,6,5,0.8333333333333334
3,ngt,6,3,0.5
3,dso,6,2,0.3333333333333333
3,ruc,6,3,0.5
3,rle,6,5,0.8333333333333334
3,rei,6,5,0.8333333333333334
3,bos,6,5,0.8333333333333334
3,ssi,6,4,0.6666666666666666
3,sie,6,5,0.8333333333333334
3,nel,6,5,0.8333333333333334
3,tru,6,4,0.6666666666666666
3,gao,6,4,0.6666666666666666
3,tul,6,4,0.6666666666666666
3,jra,6,1,0.16666666666666666
3,rug,6,6,1.0
3,mla,6,1,0.16666666666666666
3,zam,6,4,0.6666666666666666
3,isl,6,4,0.6666666666666666
3,tag,6,3,0.5
3,tej,6,2,0.3333333333333333
3,tpa,6,2,0.3333333333333333
3,hro,6,4,0.6666666666666666
3,gaj,6,5,0.8333333333333334
3,rmu,6,6,1.0
3,xal,6,4,0.6666666666666666
3,jma,6,4,0.6666666666666666
3,sli,6,2,0.3333333333333333
3,yit,6,6,1.0
3,ryo,6,4,0.6666666666666666
3,ulo,6,5,0.8333333333333334
3,ksi,5,5,1.0
3,ilm,5,3,0.6
3,amt,5,4,0.8
3,nig,5,2,0.4
3,ext,5,3,0.6
3,mru,5,2,0.4
3,kre,5,3,0.6
3,anr,5,4,0.8
3,ign,5,4,0.8
3,dba,5,4,0.8
3,ony,5,5,1.0
3,ayk,5,3,0.6
3,ktr,5,5,1.0
3,msh,5,1,0.2
3,opr,5,3,0.6
3,hey,5,3,0.6
3,reb,5,2,0.4
3,awn,5,2,0.4
3,bst,5,3,0.6
3,dut,5,5,1.0
3,yac,5,3,0.6
3,elb,5,5,1.0
3,lbh,5,5,1.0
3,deo,5,5,1.0
3,tih,5,2,0.4
3,awy,5,4,0.8
3,atw,5,4,0.8
3,osi,5,2,0.4
3,dib,5,5,1.0
3,ivo,5,3,0.6
3,oul,5,2,0.4
3,mya,5,2,0.4
3,dew,5,5,1.0
3,hnu,5,1,0.2
3,upu,5,1,0.2
3,sor,5,3,0.6
3,agu,5,2,0.4
3,maz,5,5,1.0
3,yag,5,5,1.0
3,eke,5,4,0.8
3,ubu,5,3,0.6
3,ajh,5,5,1.0
3,ooh,5,3,0.6
3,yun,5,3,0.6
3,kao,5,3,0.6
3,ymo,5,5,1.0
3,dde,5,3,0.6
3,nim,5,3,0.6
3,stu,5,4,0.8
3,enr,5,3,0.6
3,yop,5,3,0.6
3,osp,5,4,0.8
3,bio,5,5,1.0
3,oji,5,4,0.8
3,vav,5,3,0.6
3,rkh,5,2,0.4
3,wig,5,4,0.8
3,anl,5,5,1.0
3,bla,5,2,0.4
3,fis,5,3,0.6
3,emp,5,5,1.0
3,did,5,3,0.6
3,fta,5,2,0.4
3,lov,5,5,1.0
3,bya,5,1,0.2
3,amg,5,5,1.0
3,iaa,5,5,1.0
3,cli,5,1,0.2
3,hki,5,5,1.0
3,tut,5,4,0.8
3,nks,5,4,0.8
3,leh,5,4,0.8
3,ufa,5,3,0.6
3,ets,5,4,0.8
3,adg,5,3,0.6
3,bij,5,3,0.6
3,sit,5,5,1.0
3,ujh,5,4,0.8
3,wah,5,4,0.8
3,niw,5,3,0.6
3,wam,5,3,0.6
3,emd,5,5,1.0
3,abt,5,4,0.8
3,oph,5,2,0.4
3,roa,5,3,0.6
3,kyo,5,5,1.0
3,aaf,5,3,0.6
3,dae,5,3,0.6
3,uwa,5,4,0.8
3,gsh,5,0,0.0
3,gud,5,2,0.4
3,mmi,5,2,0.4
3,pie,5,4,0.8
3,wip,5,3,0.6
3,idu,5,3,0.6
3,ffi,5,4,0.8
3,rov,5,2,0.4
3,eko,5,3,0.6
3,azo,5,5,1.0
3,orw,5,2,0.4
3,aum,5,2,0.4
3,sra,5,3,0.6
3,kli,5,2,0.4
3,onm,5,3,0.6
3,vra,5,4,0.8
3,oee,5,3,0.6
3,aaa,5,4,0.8
3,isw,5,3,0.6
3,kle,5,2,0.4
3,shc,5,3,0.6
3,kch,5,3,0.6
3,rfa,5,4,0.8
3,fac,5,5,1.0
3,hue,5,3,0.6
3,ody,5,4,0.8
3,ebr,5,3,0.6
3,rgi,5,2,0.4
3,cta,5,4,0.8
3,irp,5,2,0.4
3,hbh,5,3,0.6
3,ooe,5,4,0.8
3,mle,5,3,0.6
3,jva,5,2,0.4
3,gru,5,4,0.8
3,iku,5,4,0.8
3,cap,5,2,0.4
3,pau,5,3,0.6
3,oom,5,3,0.6
3,pok,5,1,0.2
3,lax,5,5,1.0
3,gos,5,3,0.6
3,oba,5,4,0.8
